2019下半年国家教师资格考试综合素质（小学）模考-第三季,,59,5
2019下半年国家教师资格考试综合素质（小学）模考-第三季,ANDROID,111,21
2019下半年国家教师资格考试综合素质（小学）模考-第三季,ANDROID_IPAD,1,1
2019下半年国家教师资格考试综合素质（小学）模考-第三季,BATCH,16,2
2019下半年国家教师资格考试综合素质（小学）模考-第三季,EDUCATION,24,3
2019下半年国家教师资格考试综合素质（小学）模考-第三季,IPHONE,38,3
2019下半年国家教师资格考试综合素质（小学）模考-第三季,MOBILE,2,0
2019下半年国家教师资格考试综合素质（小学）模考-第三季,PC,9,2
2019下半年国家教师资格考试综合素质（小学）模考-第二季,,34,5
2019下半年国家教师资格考试综合素质（小学）模考-第二季,ANDROID,66,8
2019下半年国家教师资格考试综合素质（小学）模考-第二季,BATCH,8,1
2019下半年国家教师资格考试综合素质（小学）模考-第二季,EDUCATION,22,5
2019下半年国家教师资格考试综合素质（小学）模考-第二季,IPHONE,20,3
2019下半年国家教师资格考试综合素质（小学）模考-第二季,MOBILE,1,0
2019下半年国家教师资格考试综合素质（小学）模考-第二季,PC,3,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,,42,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,ANDROID,99,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,BATCH,6,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,EDUCATION,21,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,IPHONE,32,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,MOBILE,2,0
2019下半年国家教师资格考试综合素质（小学）模考-第四季,PC,2,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第三季,,46,6
2019年下半年国家教师资格教育知识与能力（中学）模考-第三季,ANDROID,28,2
2019年下半年国家教师资格教育知识与能力（中学）模考-第三季,EDUCATION,8,1
2019年下半年国家教师资格教育知识与能力（中学）模考-第三季,IPHONE,11,2
2019年下半年国家教师资格教育知识与能力（中学）模考-第三季,PC,2,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,,35,3
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,ANDROID,13,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,BATCH,1,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,EDUCATION,8,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,IPHONE,10,2
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,MOBILE,1,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第二季,PC,2,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,,30,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,ANDROID,32,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,BATCH,5,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,EDUCATION,11,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,IPHONE,17,0
2019年下半年国家教师资格教育知识与能力（中学）模考-第四季,MOBILE,2,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,,46,3
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,ANDROID,82,9
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,ANDROID_IPAD,1,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,BATCH,9,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,EDUCATION,20,1
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,IPHONE,37,4
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第三季,PC,4,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,,19,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,ANDROID,31,4
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,ANDROID_IPAD,1,1
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,BATCH,4,2
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,EDUCATION,10,1
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,IPHONE,21,4
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,MOBILE,2,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第二季,PC,7,1
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,,37,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,ANDROID,69,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,BATCH,6,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,EDUCATION,12,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,IPHONE,24,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,MOBILE,3,0
2019年下国家教师资格考试教育教学知识与能力（小学）模考-第四季,PC,3,0
2019年下国家教师资格考试综合素质（中学）模考-第三季,,51,12
2019年下国家教师资格考试综合素质（中学）模考-第三季,ANDROID,34,2
2019年下国家教师资格考试综合素质（中学）模考-第三季,BATCH,9,1
2019年下国家教师资格考试综合素质（中学）模考-第三季,EDUCATION,9,1
2019年下国家教师资格考试综合素质（中学）模考-第三季,IPHONE,8,0
2019年下国家教师资格考试综合素质（中学）模考-第三季,MOBILE,3,0
2019年下国家教师资格考试综合素质（中学）模考-第三季,PC,5,1
2019年下国家教师资格考试综合素质（中学）模考-第二季,,32,2
2019年下国家教师资格考试综合素质（中学）模考-第二季,ANDROID,27,1
2019年下国家教师资格考试综合素质（中学）模考-第二季,EDUCATION,7,3
2019年下国家教师资格考试综合素质（中学）模考-第二季,IPHONE,14,1
2019年下国家教师资格考试综合素质（中学）模考-第二季,MOBILE,2,0
2019年下国家教师资格考试综合素质（中学）模考-第二季,PC,2,1
2019年下国家教师资格考试综合素质（中学）模考-第四季,,35,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,ANDROID,39,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,BATCH,7,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,EDUCATION,14,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,IPHONE,22,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,MOBILE,1,0
2019年下国家教师资格考试综合素质（中学）模考-第四季,PC,3,0
2019年事业单位公基万人模考第十一季,,909,138
2019年事业单位公基万人模考第十一季,ANDROID,985,103
2019年事业单位公基万人模考第十一季,BATCH,52,6
2019年事业单位公基万人模考第十一季,EDUCATION,333,47
2019年事业单位公基万人模考第十一季,IPHONE,342,33
2019年事业单位公基万人模考第十一季,MOBILE,17,0
2019年事业单位公基万人模考第十一季,PC,39,2
2019年事业单位公基万人模考第十三季,,1891,142
2019年事业单位公基万人模考第十三季,ANDROID,2279,133
2019年事业单位公基万人模考第十三季,ANDROID_IPAD,7,0
2019年事业单位公基万人模考第十三季,BATCH,112,11
2019年事业单位公基万人模考第十三季,EDUCATION,816,54
2019年事业单位公基万人模考第十三季,IPHONE,862,55
2019年事业单位公基万人模考第十三季,MOBILE,31,4
2019年事业单位公基万人模考第十三季,PC,94,10
2019年事业单位公基万人模考第十三季,WEI_XIN_APPLET,4,0
2019年事业单位公基万人模考第十二季,,1304,186
2019年事业单位公基万人模考第十二季,ANDROID,1463,162
2019年事业单位公基万人模考第十二季,ANDROID_IPAD,5,0
2019年事业单位公基万人模考第十二季,BATCH,62,6
2019年事业单位公基万人模考第十二季,EDUCATION,446,50
2019年事业单位公基万人模考第十二季,IPHONE,419,31
2019年事业单位公基万人模考第十二季,IPHONE_IPAD,1,0
2019年事业单位公基万人模考第十二季,MOBILE,14,4
2019年事业单位公基万人模考第十二季,PC,60,7
2019年事业单位公基万人模考第十二季,WEI_XIN_APPLET,4,0
2019年事业单位公基万人模考第十四季,,1178,0
2019年事业单位公基万人模考第十四季,ANDROID,1420,0
2019年事业单位公基万人模考第十四季,ANDROID_IPAD,8,0
2019年事业单位公基万人模考第十四季,BATCH,62,0
2019年事业单位公基万人模考第十四季,EDUCATION,584,0
2019年事业单位公基万人模考第十四季,IPHONE,449,0
2019年事业单位公基万人模考第十四季,MOBILE,14,0
2019年事业单位公基万人模考第十四季,PC,62,0
2019年事业单位公基万人模考第十四季,WEI_XIN_APPLET,3,0
2019年事业单位公基万人模考第十季,,1029,287
2019年事业单位公基万人模考第十季,ANDROID,1012,200
2019年事业单位公基万人模考第十季,ANDROID_IPAD,5,1
2019年事业单位公基万人模考第十季,BATCH,50,12
2019年事业单位公基万人模考第十季,EDUCATION,355,84
2019年事业单位公基万人模考第十季,IPHONE,368,69
2019年事业单位公基万人模考第十季,MOBILE,12,4
2019年事业单位公基万人模考第十季,PC,40,8
2019年事业单位公基万人模考第十季,WEI_XIN_APPLET,3,3
2019年教师招聘教育综合知识模考大赛-第七季,,294,124
2019年教师招聘教育综合知识模考大赛-第七季,ANDROID,323,114
2019年教师招聘教育综合知识模考大赛-第七季,ANDROID_IPAD,1,1
2019年教师招聘教育综合知识模考大赛-第七季,BATCH,47,16
2019年教师招聘教育综合知识模考大赛-第七季,EDUCATION,202,94
2019年教师招聘教育综合知识模考大赛-第七季,IPHONE,145,69
2019年教师招聘教育综合知识模考大赛-第七季,MOBILE,6,1
2019年教师招聘教育综合知识模考大赛-第七季,PC,13,7
2019年教师招聘教育综合知识模考大赛-第七季,WEI_XIN_APPLET,1,0
2019年教师招聘教育综合知识模考大赛-第九季,,427,52
2019年教师招聘教育综合知识模考大赛-第九季,ANDROID,570,35
2019年教师招聘教育综合知识模考大赛-第九季,BATCH,80,17
2019年教师招聘教育综合知识模考大赛-第九季,EDUCATION,311,33
2019年教师招聘教育综合知识模考大赛-第九季,IPHONE,200,19
2019年教师招聘教育综合知识模考大赛-第九季,MOBILE,14,5
2019年教师招聘教育综合知识模考大赛-第九季,PC,20,1
2019年教师招聘教育综合知识模考大赛-第九季,WEI_XIN_APPLET,2,1
2019年教师招聘教育综合知识模考大赛-第八季,,190,0
2019年教师招聘教育综合知识模考大赛-第八季,ANDROID,299,0
2019年教师招聘教育综合知识模考大赛-第八季,BATCH,38,0
2019年教师招聘教育综合知识模考大赛-第八季,EDUCATION,130,0
2019年教师招聘教育综合知识模考大赛-第八季,IPHONE,99,0
2019年教师招聘教育综合知识模考大赛-第八季,MOBILE,4,0
2019年教师招聘教育综合知识模考大赛-第八季,PC,5,0
2019年教师招聘教育综合知识模考大赛-第十一季,,195,0
2019年教师招聘教育综合知识模考大赛-第十一季,ANDROID,288,0
2019年教师招聘教育综合知识模考大赛-第十一季,BATCH,48,0
2019年教师招聘教育综合知识模考大赛-第十一季,EDUCATION,142,0
2019年教师招聘教育综合知识模考大赛-第十一季,IPHONE,96,0
2019年教师招聘教育综合知识模考大赛-第十一季,MOBILE,5,0
2019年教师招聘教育综合知识模考大赛-第十一季,PC,8,0
2019年教师招聘教育综合知识模考大赛-第十季,,290,51
2019年教师招聘教育综合知识模考大赛-第十季,ANDROID,397,44
2019年教师招聘教育综合知识模考大赛-第十季,ANDROID_IPAD,2,0
2019年教师招聘教育综合知识模考大赛-第十季,BATCH,60,12
2019年教师招聘教育综合知识模考大赛-第十季,EDUCATION,188,31
2019年教师招聘教育综合知识模考大赛-第十季,IPHONE,165,35
2019年教师招聘教育综合知识模考大赛-第十季,MOBILE,13,3
2019年教师招聘教育综合知识模考大赛-第十季,PC,10,2
2020国考（地市级）行测万人模考第一季,,2382,0
2020国考（地市级）行测万人模考第一季,ANDROID,1948,0
2020国考（地市级）行测万人模考第一季,ANDROID_IPAD,15,0
2020国考（地市级）行测万人模考第一季,BATCH,135,0
2020国考（地市级）行测万人模考第一季,EDUCATION,795,0
2020国考（地市级）行测万人模考第一季,IPHONE,758,0
2020国考（地市级）行测万人模考第一季,IPHONE_IPAD,1,0
2020国考（地市级）行测万人模考第一季,MOBILE,20,0
2020国考（地市级）行测万人模考第一季,PC,146,0
2020国考（地市级）行测万人模考第一季,WEI_XIN_APPLET,2,0
618赏金模考大赛（2020国考行测）,,1562,246
618赏金模考大赛（2020国考行测）,ANDROID,1178,156
618赏金模考大赛（2020国考行测）,ANDROID_IPAD,4,1
618赏金模考大赛（2020国考行测）,BATCH,85,12
618赏金模考大赛（2020国考行测）,EDUCATION,410,86
618赏金模考大赛（2020国考行测）,IPHONE,430,68
618赏金模考大赛（2020国考行测）,IPHONE_IPAD,1,0
618赏金模考大赛（2020国考行测）,MOBILE,17,4
618赏金模考大赛（2020国考行测）,PC,74,10
618赏金模考大赛（2020国考行测）,WEI_XIN_APPLET,1,1
【内部测试专用】2018年河北省省直事业单位公开招聘考试《职业能力测验》真题,,4,4
【内部测试专用】2018年河北省省直事业单位公开招聘考试《职业能力测验》真题,ANDROID,3,3
【内部测试专用】2018年河北省省直事业单位公开招聘考试《职业能力测验》真题,EDUCATION,2,2
【内部测试专用】2018年河北省省直事业单位公开招聘考试《职业能力测验》真题,IPHONE,1,1
开发测试,IPHONE,1,0
开发测试--学员请勿报名,IPHONE,1,1
开发测试--学员请勿报名,PC,1,1
